household,person,age,maritalStatus,income,female,hispanic,race,edu
1016852,2,27,Never married,12000,0,0,Asian,Less than High School
1016974,1,27,Never married,30000,0,1,Hispanic,High School
1016974,2,25,Never married,27000,0,1,Hispanic,Less than High School
1017014,1,59,Never married,38800,0,0,White,Bachelors
1017237,1,33,Now married,8500,1,0,Black,Less than High School
1017237,2,16,Never married,0,1,0,Black,Less than High School
1017237,3,14,,,0,0,Black,Less than High School
1017237,4,12,,,0,0,Black,Less than High School
1017237,5,6,,,1,0,Black,Less than High School
1017237,6,27,Never married,0,0,0,Black,High School
1017513,1,46,Separated,8000,0,1,Hispanic,High School
1017912,1,37,Now married,11000,0,1,Hispanic,Less than High School
1017912,2,27,Now married,6500,1,1,Hispanic,Less than High School
1017912,3,5,,,1,1,Hispanic,Less than High School
1017912,4,1,,,0,1,Hispanic,
1017912,5,33,Never married,0,0,1,Hispanic,Less than High School
1017992,1,58,Now married,123000,0,0,White,Some College
1017992,2,44,Now married,25900,1,0,White,Some College
1017992,3,23,Never married,0,1,0,White,Some College
1017992,4,21,Never married,0,1,0,White,High School
1017992,5,14,,,0,1,Hispanic,Less than High School
1017992,6,10,,,1,0,White,Less than High School
1017992,7,10,,,1,0,White,Less than High School
1018014,1,24,Now married,50000,0,0,White,Less than High School
1018014,2,28,Now married,18300,1,0,White,Less than High School
1018073,1,52,Divorced,16500,1,0,Black,Less than High School
1018073,2,13,,,1,0,Black,Less than High School
1018207,1,42,Divorced,109000,1,0,White,Bachelors
1018207,2,14,,,0,0,White,Less than High School
1018237,1,74,Divorced,65000,0,0,White,Advanced Degree
1018244,1,26,Never married,18000,0,0,White,Some College
1018490,1,43,Now married,6000,0,1,Hispanic,Advanced Degree
1018490,2,38,Now married,3800,1,1,Hispanic,High School
1018490,3,11,,,0,1,Hispanic,Less than High School
1018490,4,2,,,0,1,Hispanic,
1018493,1,34,Now married,18000,0,0,White,Some College
1018493,2,24,Now married,18000,1,0,White,Some College
1018772,1,28,Never married,1700,1,1,Hispanic,Less than High School
1018772,2,3,,,1,1,Hispanic,Less than High School
1018772,3,36,Separated,0,1,1,Hispanic,High School
1018772,4,10,,,0,1,Hispanic,Less than High School
1018772,5,3,,,0,1,Hispanic,Less than High School
1018772,6,5,,,0,1,Hispanic,Less than High School
1018878,1,28,Never married,15000,0,0,White,Bachelors
1018889,1,76,Never married,15600,0,0,Black,Bachelors
1019028,1,34,Never married,50000,0,0,White,Some College
1019402,1,29,Never married,24200,1,0,Black,Advanced Degree
1019478,1,32,Never married,26100,1,0,Black,Bachelors
1019525,1,38,Divorced,5000,0,1,Hispanic,Less than High School
1019525,2,44,Never married,510,0,1,Hispanic,High School
1019742,1,47,Now married,50000,0,1,Hispanic,High School
1019742,2,47,Now married,50000,1,1,Hispanic,Less than High School
1019742,3,15,Never married,0,0,1,Hispanic,Less than High School
1019742,4,53,Never married,29100,0,1,Hispanic,Bachelors
1019742,5,27,Never married,0,0,1,Hispanic,Some College
1019742,6,40,Never married,17000,0,1,Hispanic,High School
1019836,1,48,Never married,0,0,0,White,Bachelors
1019941,1,25,Never married,14800,1,0,Black,High School
1019941,2,44,Divorced,8400,1,1,Hispanic,Some College
1019941,3,5,,,1,1,Hispanic,Less than High School
1019941,4,6,,,1,0,Black,Less than High School
1019941,5,8,,,1,0,Black,Less than High School
1019941,6,7,,,0,1,Hispanic,Less than High School
1019941,7,39,Now married,0,0,1,Hispanic,Less than High School
1019994,1,27,Now married,29000,0,0,Asian,Some College
1019994,2,26,Now married,0,1,0,Asian,Some College
1019994,3,19,Now married,2400,0,0,Asian,Some College
1019994,4,24,Never married,0,1,0,Asian,Some College
1019994,5,21,Never married,0,1,0,Asian,Advanced Degree
1019994,6,1,,,0,0,Asian,
1020055,1,62,Divorced,131000,1,0,White,Some College
1020082,1,40,Now married,132000,0,0,White,Advanced Degree
1020082,2,40,Now married,0,1,0,White,Bachelors
1020082,3,9,,,1,0,White,Less than High School
1020082,4,7,,,1,0,White,Less than High School
1020150,1,25,Never married,50000,1,0,Black,High School
1020250,1,36,Now married,40000,0,1,Hispanic,High School
1020250,2,27,Now married,0,1,1,Hispanic,Less than High School
1020250,3,4,,,0,1,Hispanic,Less than High School
1020250,4,3,,,1,1,Hispanic,Less than High School
1020265,1,53,Divorced,58000,1,0,White,Some College
1020454,1,28,Now married,11000,0,0,Asian,High School
1020454,2,30,Now married,12000,1,0,Asian,High School
1020545,1,50,Divorced,20000,1,0,White,Some College
1020545,2,25,Never married,0,1,0,White,Less than High School
1020545,3,1,,,1,0,White,
1020670,1,33,Divorced,19600,1,0,White,Bachelors
1020670,2,14,,,1,0,White,Less than High School
1020670,3,13,,,1,0,White,Less than High School
1020670,4,6,,,0,0,Other,Less than High School
1020670,5,6,,,0,0,Other,Less than High School
1020670,6,4,,,1,0,White,Less than High School
1020670,7,34,Never married,16000,1,0,White,High School
1021060,1,79,Now married,41000,0,0,White,Some College
1021060,2,76,Now married,24600,1,0,White,Some College
1021097,1,59,Now married,65000,0,0,Black,Bachelors
1021097,2,57,Now married,28000,1,0,Black,Bachelors
1021097,3,34,Never married,4000,0,0,Black,Less than High School
1021252,1,26,Never married,0,0,1,Hispanic,Less than High School
1021382,1,62,Now married,25000,0,0,Asian,Some College
1021382,2,48,Now married,18200,1,0,Asian,Some College
1021450,1,48,Now married,10600,0,0,Asian,Less than High School
1021450,2,22,Now married,19300,1,0,Asian,Some College
1021450,3,12,,,0,0,Other,Less than High School
1021450,4,10,,,1,0,Other,Less than High School
1021450,5,43,Never married,17000,1,0,Asian,Less than High School
1021492,1,28,Never married,17000,1,0,Black,Some College
1021876,1,55,Now married,50000,1,0,White,Advanced Degree
1021876,2,56,Now married,45600,0,0,White,Advanced Degree
1022051,1,47,Now married,38000,0,0,White,Some College
1022051,2,45,Now married,0,1,0,Asian,Some College
1022051,3,5,,,1,0,White,Less than High School
1022180,1,51,Now married,50200,0,0,Asian,Bachelors
1022180,2,50,Now married,34200,1,0,Asian,Advanced Degree
1022180,3,16,Never married,0,0,0,Asian,Less than High School
1022180,4,64,Now married,0,0,0,Asian,High School
1022180,5,12,,,0,0,Asian,Less than High School
1022305,1,33,Divorced,18400,1,0,White,Some College
1022305,2,66,Divorced,8100,1,0,White,Some College
1022315,1,35,Now married,75000,0,0,White,Some College
1022315,2,29,Now married,38000,1,0,Other,Bachelors
1022315,3,1,,,0,0,White,
1022347,1,27,Now married,36200,0,0,White,Bachelors
1022347,2,32,Now married,70000,1,0,White,Some College
1022347,3,4,,,1,0,White,Less than High School
1022462,1,46,Now married,90500,0,0,White,Advanced Degree
1022462,2,47,Now married,58000,1,0,White,Bachelors
1022480,1,33,Now married,70000,0,1,Hispanic,Some College
1022480,2,31,Now married,34000,1,1,Hispanic,Some College
1022480,3,8,,,1,1,Hispanic,Less than High School
1022480,4,6,,,1,1,Hispanic,Less than High School
1022480,5,4,,,1,1,Hispanic,Less than High School
1022480,6,1,,,0,1,Hispanic,
1022572,1,43,Divorced,51000,0,0,White,Bachelors
1022737,1,62,Now married,144000,0,0,White,Advanced Degree
1022737,2,60,Now married,1400,1,0,White,Advanced Degree
1022739,1,21,Never married,38000,0,1,Hispanic,Some College
1022788,1,46,Now married,650,0,0,Asian,Some College
1022788,2,35,Now married,0,1,0,Asian,Bachelors
1022788,3,9,,,1,0,Asian,Less than High School
1022788,4,8,,,1,0,Asian,Less than High School
1023074,1,35,Now married,17300,0,1,Hispanic,Less than High School
1023074,2,29,Now married,0,1,1,Hispanic,Less than High School
1023074,3,14,,,1,1,Hispanic,Less than High School
1023074,4,11,,,0,1,Hispanic,Less than High School
1023074,5,10,,,0,1,Hispanic,Less than High School
1023074,6,3,,,0,1,Hispanic,Less than High School
1023185,1,40,Now married,8000,0,1,Hispanic,High School
1023185,2,37,Now married,110000,1,1,Hispanic,Some College
1023185,3,13,,,1,1,Hispanic,Less than High School
1023185,4,12,,,1,1,Hispanic,Less than High School
1023188,1,52,Widowed,19400,0,0,White,High School
1023277,1,39,Divorced,45000,1,0,White,Bachelors
1023277,2,14,,,0,0,White,Less than High School
1023277,3,35,Divorced,5500,1,0,White,Some College
1023571,1,28,Widowed,14600,1,0,White,Less than High School
1023571,2,10,,,0,0,White,Less than High School
1023593,1,56,Now married,102500,0,0,White,Bachelors
1023593,2,31,Now married,0,1,0,Asian,Less than High School
1023593,3,0,,,0,0,White,
1023593,4,9,,,1,0,Asian,Less than High School
1023660,1,37,Now married,38000,0,1,Hispanic,Some College
1023660,2,32,Now married,37000,1,1,Hispanic,Bachelors
1023703,1,43,Now married,25000,0,0,Other,Some College
1023703,2,43,Now married,0,1,0,White,Some College
1023703,3,20,Never married,0,0,0,White,Some College
1023727,1,52,Now married,48000,0,0,White,Some College
1023727,2,52,Now married,31000,1,0,White,Bachelors
1023727,3,23,Never married,1900,1,0,White,Some College
1023727,4,17,Never married,0,0,0,White,Less than High School
1023857,1,42,Now married,50000,0,0,White,Less than High School
1023857,2,38,Now married,25000,1,0,White,Less than High School
1023857,3,17,Never married,2500,0,0,White,Less than High School
1024028,1,24,Now married,31000,0,0,White,High School
1024028,2,22,Now married,85000,1,0,White,High School
1024028,3,2,,,0,0,White,
1024028,4,0,,,1,0,White,
1024336,1,50,Divorced,0,1,0,Black,Less than High School
1024491,1,81,Widowed,45000,1,0,White,Some College
1024585,1,52,Now married,31100,1,0,White,Some College
1024599,1,58,Now married,80000,0,0,White,High School
1024599,2,47,Now married,25000,1,0,White,High School
1024668,1,82,Widowed,7300,1,1,Hispanic,Less than High School
1024873,1,58,Now married,42300,0,0,White,High School
1024873,2,48,Now married,20000,1,0,White,Some College
1024873,3,22,Never married,24000,0,0,White,Some College
1024976,1,30,Now married,32000,0,1,Hispanic,Less than High School
1024976,2,28,Now married,0,1,1,Hispanic,Less than High School
1024976,3,11,,,1,1,Hispanic,Less than High School
1024976,4,10,,,1,1,Hispanic,Less than High School
1024976,5,7,,,1,1,Hispanic,Less than High School
1024976,6,3,,,1,1,Hispanic,Less than High School
1025148,1,31,Now married,20000,1,1,Hispanic,High School
1025148,2,30,Now married,30000,0,1,Hispanic,High School
1025148,3,4,,,1,1,Hispanic,Less than High School
1025148,4,15,Never married,0,1,1,Hispanic,Less than High School
1025355,1,30,Now married,42800,0,0,Black,Some College
1025355,2,32,Now married,0,1,0,Black,High School
1025355,3,12,,,0,0,Black,Less than High School
1025355,4,10,,,0,0,Black,Less than High School
1025355,5,3,,,0,0,Black,Less than High School
1025402,1,42,Now married,71000,0,0,White,Some College
1025402,2,48,Now married,18500,1,1,Hispanic,Some College
1025402,3,21,Never married,5500,0,1,Hispanic,Some College
1025402,4,14,,,0,1,Hispanic,Less than High School
1025440,1,58,Now married,18000,0,0,White,Some College
1025440,2,53,Now married,150000,1,0,White,Bachelors
1025440,3,19,Never married,4520,0,0,White,Some College
1025511,1,55,Now married,25000,0,0,White,High School
1025668,1,20,Separated,10000,1,1,Hispanic,High School
1025722,1,53,Now married,68000,0,0,Black,Less than High School
1025722,2,51,Now married,0,1,0,Black,Less than High School
1025722,3,20,Now married,0,1,0,Black,High School
1025821,1,40,Divorced,35000,1,0,Black,Some College
1025821,2,13,,,1,0,Black,Less than High School
1025821,3,10,,,1,0,Black,Less than High School
1026140,1,39,Now married,30000,0,0,Asian,High School
1026140,2,36,Now married,8000,1,0,Asian,High School
1026140,3,5,,,1,0,Asian,Less than High School
1026140,4,1,,,1,0,Asian,
1026182,1,26,Never married,34000,0,0,White,Bachelors
1026276,1,40,Now married,17000,0,0,Black,Less than High School
1026276,2,41,Now married,26000,1,0,Black,High School
1026276,3,22,Never married,0,0,0,Black,Less than High School
1026276,4,17,Never married,350,1,0,Black,Less than High School
1026276,5,10,,,0,0,Black,Less than High School
1026354,1,50,Divorced,7100,1,1,Hispanic,Less than High School
1026354,2,18,Never married,0,0,1,Hispanic,Less than High School
1026354,3,57,Never married,8000,1,1,Hispanic,Less than High School
1026354,4,33,Now married,24000,0,1,Hispanic,High School
1026354,5,28,Now married,20000,1,1,Hispanic,High School
1026354,6,10,,,1,1,Hispanic,Less than High School
1026354,7,0,,,0,1,Hispanic,
1026406,1,28,Now married,65000,0,0,White,High School
1026406,2,26,Now married,33700,1,0,White,High School
1026570,1,51,Now married,53000,1,0,White,Bachelors
1026570,2,52,Now married,74300,0,0,White,Bachelors
1026570,3,15,Never married,200,1,0,White,Less than High School
1026736,1,31,Divorced,28004,1,0,Other,Some College
1026873,1,40,Now married,50000,1,0,Asian,Advanced Degree
1026873,2,38,Now married,0,0,0,Asian,Bachelors
1026873,3,4,,,1,0,Asian,Less than High School
1026910,1,34,Now married,80000,0,0,White,Bachelors
1026910,2,35,Now married,0,1,0,White,Bachelors
1026910,3,8,,,0,0,White,Less than High School
1026910,4,5,,,0,0,White,Less than High School
1026910,5,2,,,0,0,White,
1026934,1,40,Divorced,55000,0,0,White,High School
1027008,1,31,Now married,40000,0,0,White,Bachelors
1027008,2,31,Now married,5000,1,0,White,Some College
1027008,3,2,,,1,0,White,
1027023,1,53,Divorced,199000,0,0,White,Bachelors
1027048,1,37,Now married,49000,0,0,White,Some College
1027048,2,36,Now married,7260,1,0,White,Some College
1027048,3,10,,,0,0,White,Less than High School
1027048,4,7,,,1,0,White,Less than High School
1027140,1,50,Now married,32000,0,0,White,High School
1027140,2,48,Now married,4000,1,0,White,Less than High School
1027140,3,23,Never married,25000,0,0,White,Some College
1027140,4,23,Never married,12000,1,0,White,Some College
1027175,1,71,Now married,10300,1,0,White,Bachelors
1027395,1,50,Now married,104000,0,0,White,Advanced Degree
1027395,2,49,Now married,0,1,0,White,Bachelors
1027395,3,13,,,0,0,White,Less than High School
1027395,4,18,Never married,0,1,0,White,Less than High School
1027395,5,16,Never married,0,0,0,White,Less than High School
1027430,1,38,Divorced,53000,0,0,Black,High School
1027518,1,81,Now married,143800,0,0,White,Advanced Degree
1027518,2,73,Now married,4990,1,0,White,Some College
1027519,1,72,Divorced,27950,0,0,White,High School
1027536,1,61,Now married,26050,0,0,White,Some College
1027536,2,65,Now married,7540,1,0,White,Some College
1027651,1,49,Now married,72000,0,0,White,Advanced Degree
1027651,2,46,Now married,0,1,0,White,Bachelors
1027651,3,20,Never married,0,0,0,White,Some College
1027691,1,46,Never married,1100,1,0,Black,Less than High School
1027691,2,21,Never married,0,1,0,Black,High School
1027691,3,1,,,0,0,Black,
1027691,4,22,Never married,250,0,0,Black,Less than High School
1028245,1,41,Now married,30000,0,0,White,High School
1028245,2,39,Now married,43100,1,0,White,Some College
1028245,3,13,,,1,0,White,Less than High School
1028245,4,11,,,0,0,White,Less than High School
1028283,1,64,Now married,23700,0,0,White,Some College
1028283,2,64,Now married,26000,1,0,White,Less than High School
1028296,1,61,Now married,61000,0,0,White,Some College
1028296,2,55,Now married,0,1,0,White,Some College
1028296,3,80,Widowed,0,1,0,White,Some College
1028496,1,44,Now married,71120,0,1,Hispanic,Bachelors
1028496,2,36,Now married,63000,1,1,Hispanic,Advanced Degree
1028496,3,22,Now married,16400,0,1,Hispanic,Some College
1028496,4,19,Now married,15400,1,1,Hispanic,High School
1028496,5,8,,,0,1,Hispanic,Less than High School
1028496,6,4,,,0,1,Hispanic,Less than High School
1028496,7,6,,,0,1,Hispanic,Less than High School
1028496,8,21,Never married,13500,0,1,Hispanic,Less than High School
1028603,1,49,Separated,30000,0,0,White,High School
1028603,2,19,Never married,3500,1,0,White,High School
1028603,3,46,Divorced,21500,1,0,White,High School
1028767,1,52,Never married,16900,0,0,White,Advanced Degree
1028787,1,82,Widowed,32000,1,0,White,Some College
1028787,2,47,Never married,1400,0,0,White,Some College
1028910,1,63,Widowed,4200,1,0,Black,Some College
1028910,2,31,Now married,8600,1,0,Black,High School
1028910,3,8,,,0,0,Black,Less than High School
1028910,4,5,,,0,0,Black,Less than High School
1028910,5,5,,,0,0,Black,Less than High School
1028949,1,81,Widowed,4800,1,0,Black,Less than High School
1028967,1,71,Now married,27300,0,0,White,High School
1028967,2,74,Now married,5600,1,0,White,Some College
1029047,1,37,Now married,6000,0,0,Other,Bachelors
1029047,2,30,Now married,0,1,0,Other,Bachelors
1029047,3,5,,,0,0,Other,Less than High School
1029047,4,4,,,1,0,Other,Less than High School
1029047,5,0,,,0,0,Other,
1029049,1,23,Never married,47630,0,1,Hispanic,Some College
1029070,1,30,Now married,44000,0,0,White,Some College
1029070,2,29,Now married,12000,1,0,White,Some College
1029224,1,53,Widowed,6000,1,0,White,Less than High School
1029224,2,52,Divorced,0,0,0,White,Less than High School
1029224,3,49,Divorced,14400,1,0,White,High School
1029224,4,28,Never married,0,0,0,White,Some College
1029337,1,37,Never married,65000,0,0,White,Some College
1029831,1,42,Divorced,7550,1,0,White,High School
1029831,2,4,,,1,0,White,Less than High School
1029879,1,37,Divorced,10000,1,0,White,High School
1029879,2,13,,,0,0,White,Less than High School
1029879,3,10,,,1,0,White,Less than High School
1029982,1,43,Now married,20800,0,0,White,Bachelors
1029982,2,39,Now married,10000,1,0,White,Some College
1029982,3,16,Never married,0,1,0,White,Less than High School
1029982,4,14,,,1,0,White,Less than High School
1030313,1,45,Now married,29000,0,0,White,Some College
1030313,2,41,Now married,19400,1,0,White,Some College
1030321,1,57,Now married,73000,0,0,White,Bachelors
1030321,2,55,Now married,6000,1,0,White,High School
1030452,1,93,Widowed,91400,1,0,White,Less than High School
1030470,1,31,Never married,6000,1,1,Hispanic,Some College
1030470,2,11,,,1,1,Hispanic,Less than High School
1030470,3,4,,,1,1,Hispanic,Less than High School
1030470,4,2,,,0,1,Hispanic,
1030470,5,31,Now married,36000,1,1,Hispanic,High School
1030708,1,66,Now married,148000,0,0,White,Less than High School
1030708,2,63,Now married,0,1,0,White,High School
1030719,1,48,Now married,324000,0,0,White,High School
1030719,2,45,Now married,20220,1,0,White,High School
1030719,3,14,,,0,0,White,Less than High School
1030719,4,6,,,1,0,White,Less than High School
1030719,5,9,,,1,0,White,Less than High School
1030719,6,6,,,0,0,White,Less than High School
1030738,1,69,Widowed,11000,1,0,White,Less than High School
1031092,1,22,Now married,23800,0,1,Hispanic,Less than High School
1031092,2,22,Now married,2400,1,1,Hispanic,High School
1031092,3,74,Now married,13100,0,1,Hispanic,Less than High School
1031388,1,86,Divorced,36500,1,0,White,Bachelors
1031434,1,44,Divorced,11300,1,1,Hispanic,Less than High School
1031458,1,79,Widowed,17280,1,0,White,Some College
1031458,2,56,Divorced,36020,1,0,White,High School
1031780,1,88,Widowed,7900,1,0,White,Less than High School
1031927,1,40,Now married,15000,1,0,White,High School
1031927,2,53,Now married,16600,0,0,White,High School
1031927,3,8,,,1,0,White,Less than High School
1031927,4,16,Never married,0,0,0,White,Less than High School
1032011,1,36,Now married,126200,0,0,White,Some College
1032011,2,34,Now married,0,1,0,White,Bachelors
1032011,3,9,,,1,0,White,Less than High School
1032011,4,5,,,0,0,White,Less than High School
1032011,5,1,,,0,0,White,
1032241,1,30,Now married,13000,0,0,White,Some College
1032241,2,27,Now married,56000,1,0,White,Bachelors
1032241,3,1,,,0,0,White,
1032243,1,55,Widowed,16800,1,0,Black,Less than High School
1032253,1,58,Now married,30400,1,0,White,Bachelors
1032253,2,55,Now married,35000,0,0,White,Bachelors
1032344,1,45,Now married,27000,1,0,White,High School
1032344,2,44,Now married,100000,0,0,White,Bachelors
1032344,3,15,Never married,0,0,0,White,Less than High School
1032344,4,18,Never married,0,1,0,White,High School
1032487,1,83,Now married,8000,0,0,White,Less than High School
1032487,2,81,Now married,6400,1,0,White,Less than High School
1032809,1,24,Now married,47480,0,0,White,Bachelors
1032809,2,24,Now married,18900,1,0,White,Bachelors
1032865,1,46,Now married,42200,0,0,White,Bachelors
1032865,2,47,Now married,0,1,1,Hispanic,Some College
1032865,3,26,Now married,43000,1,1,Hispanic,Some College
1032865,4,27,Now married,2000,0,1,Hispanic,High School
1032865,5,5,,,0,1,Hispanic,Less than High School
1032865,6,3,,,1,1,Hispanic,Less than High School
1033085,1,56,Now married,68300,0,0,White,Some College
1033085,2,55,Now married,12000,1,0,White,Some College
1033085,3,32,Now married,54000,0,0,White,Some College
1033085,4,34,Now married,1800,1,0,White,Some College
1033085,5,7,,,0,0,White,Less than High School
1033127,1,44,Now married,90000,0,0,White,Some College
1033127,2,46,Now married,8300,1,0,White,Bachelors
1033127,3,18,Never married,1030,1,0,White,Less than High School
1033127,4,15,Never married,1000,1,0,White,Less than High School
1033149,1,45,Now married,75000,0,0,White,Bachelors
1033149,2,38,Now married,46000,1,0,White,Bachelors
1033149,3,11,,,0,0,White,Less than High School
1033149,4,8,,,1,0,White,Less than High School
1033149,5,65,Divorced,25000,1,0,White,Bachelors
1033307,1,25,Never married,57000,1,0,White,Bachelors
1033644,1,31,Divorced,51000,0,0,White,Advanced Degree
1033675,1,31,Now married,75000,0,0,White,Bachelors
1033675,2,29,Now married,17000,1,0,White,Less than High School
1033675,3,4,,,0,0,White,Less than High School
1033675,4,2,,,1,0,White,
1033872,1,45,Never married,8000,0,0,Black,Some College
1033981,1,25,Never married,6000,0,1,Hispanic,Less than High School
1033981,2,2,,,1,1,Hispanic,
1033981,3,17,Never married,4000,1,1,Hispanic,Less than High School
1034254,1,62,Divorced,28900,1,0,Black,Advanced Degree
1034254,2,11,,,1,0,Black,Less than High School
1034325,1,40,Now married,40060,0,1,Hispanic,Bachelors
1034325,2,31,Now married,1030,1,1,Hispanic,Bachelors
1034430,1,42,Divorced,26800,1,0,White,Some College
1034430,2,14,,,0,0,White,Less than High School
1034430,3,19,Never married,21000,0,0,White,Less than High School
1034503,1,52,Now married,22000,0,1,Hispanic,Less than High School
1034503,2,44,Now married,35000,1,1,Hispanic,High School
1034503,3,20,Never married,18000,0,1,Hispanic,Less than High School
1034503,4,2,,,1,1,Hispanic,
1034503,5,23,Never married,7200,1,1,Hispanic,Less than High School
1034503,6,0,,,1,1,Hispanic,
1034503,7,24,Never married,15000,0,1,Hispanic,Some College
1034503,8,20,Never married,18000,1,1,Hispanic,Some College
1034503,9,28,Never married,56000,0,1,Hispanic,Some College
1034505,1,27,Never married,30000,1,0,White,Bachelors
1034671,1,32,Now married,23000,0,0,Black,Bachelors
1034671,2,29,Now married,6300,1,0,Black,Bachelors
1034671,3,4,,,1,0,Black,Less than High School
1034671,4,1,,,0,0,Black,
1034750,1,39,Never married,36000,0,0,Black,Some College
1034998,1,41,Now married,17000,0,1,Hispanic,High School
1034998,2,38,Now married,23800,1,1,Hispanic,High School
1034998,3,15,Never married,0,0,1,Hispanic,Less than High School
1034998,4,11,,,1,1,Hispanic,Less than High School
1035170,1,45,Divorced,25000,0,1,Hispanic,Some College
1035259,1,40,Now married,75000,0,0,White,Bachelors
1035259,2,42,Now married,3000,1,0,White,Bachelors
1035259,3,10,,,0,0,White,Less than High School
1035259,4,8,,,0,0,White,Less than High School
1035269,1,49,Now married,10000,1,0,White,Advanced Degree
1035269,2,49,Now married,24440,0,0,White,Advanced Degree
1035427,1,70,Widowed,40600,1,0,White,High School
1035796,1,48,Divorced,267000,1,0,White,Advanced Degree
1036363,1,24,Now married,27000,0,0,White,Some College
1036363,2,22,Now married,9900,1,1,Hispanic,Some College
1036805,1,25,Now married,21700,0,0,White,Less than High School
1036805,2,22,Now married,0,1,0,White,Less than High School
1036805,3,2,,,0,0,White,
1036805,4,0,,,1,0,White,
1036851,1,52,Divorced,26600,0,0,White,Bachelors
1036892,1,56,Now married,185000,0,0,White,Advanced Degree
1036892,2,56,Now married,22000,1,0,White,Advanced Degree
1036965,1,32,Never married,46300,1,0,Black,Bachelors
1036973,1,69,Now married,25200,0,0,White,High School
1036973,2,69,Now married,8800,1,0,White,High School
1037017,1,39,Divorced,103000,0,0,Other,Some College
1037017,2,10,,,1,0,White,Less than High School
1037087,1,19,Now married,6000,1,0,White,High School
1037087,2,21,Now married,18700,0,0,White,High School
1037176,1,38,Now married,50000,1,0,White,Some College
1037356,1,38,Now married,67000,0,0,White,Bachelors
1037356,2,36,Now married,57000,1,0,White,Advanced Degree
1037356,3,13,,,0,0,White,Less than High School
1037356,4,11,,,1,0,White,Less than High School
1037410,1,75,Now married,280000,0,0,White,Bachelors
1037410,2,72,Now married,6600,1,0,White,Bachelors
1037579,1,25,Never married,38000,0,0,White,Some College
1037579,2,26,Never married,30000,0,0,White,Some College
1037579,3,27,Never married,8000,0,0,White,Some College
1037660,1,31,Never married,20230,1,0,Black,Some College
1037855,1,34,Now married,0,1,1,Hispanic,Less than High School
1037855,2,35,Now married,0,0,1,Hispanic,Less than High School
1037855,3,16,Never married,0,0,1,Hispanic,Less than High School
1037855,4,15,Never married,0,0,1,Hispanic,Less than High School
1037855,5,8,,,1,1,Hispanic,Less than High School
1037893,1,31,Now married,16000,0,1,Hispanic,High School
1037893,2,28,Now married,11000,1,1,Hispanic,Some College
1037893,3,68,Now married,8000,0,1,Hispanic,Less than High School
1037893,4,69,Now married,1200,1,1,Hispanic,High School
1037975,1,39,Now married,23000,0,1,Hispanic,Less than High School
1037975,2,30,Now married,0,1,1,Hispanic,Less than High School
1037975,3,13,,,0,1,Hispanic,Less than High School
1037975,4,10,,,1,1,Hispanic,Less than High School
1037975,5,8,,,1,1,Hispanic,Less than High School
1037975,6,4,,,0,1,Hispanic,Less than High School
1037975,7,5,,,0,1,Hispanic,Less than High School
1038049,1,73,Now married,22400,0,1,Hispanic,High School
1038049,2,76,Now married,3500,1,1,Hispanic,Less than High School
1038228,1,60,Widowed,6110,0,0,Black,Less than High School
1038387,1,70,Widowed,141800,1,1,Hispanic,Less than High School
1038387,2,31,Never married,0,0,1,Hispanic,High School
1038434,1,67,Separated,3300,1,1,Hispanic,High School
1038492,1,85,Now married,13000,0,1,Hispanic,Less than High School
1038492,2,89,Now married,9300,1,1,Hispanic,Less than High School
1038570,1,23,Now married,20020,0,1,Hispanic,Some College
1038570,2,25,Now married,2200,1,1,Hispanic,Some College
1038570,3,5,,,0,1,Hispanic,Less than High School
1038570,4,1,,,0,1,Hispanic,
1038570,5,13,,,1,1,Hispanic,Less than High School
1038606,1,84,Widowed,31100,1,0,Black,Bachelors
1038606,2,89,Widowed,7250,1,0,Black,Bachelors
1038606,3,52,Divorced,12900,1,1,Hispanic,High School
1038623,1,44,Divorced,19600,1,1,Hispanic,Some College
1038623,2,13,,,0,1,Hispanic,Less than High School
1038696,1,46,Divorced,21000,0,0,White,High School
1038696,2,63,Never married,12000,0,0,White,Less than High School
1038696,3,65,Never married,0,0,1,Hispanic,Less than High School
1038774,1,51,Divorced,6160,1,1,Hispanic,Some College
1038774,2,49,Divorced,17180,0,1,Hispanic,High School
1039210,1,73,Widowed,19520,1,0,White,Less than High School
1040073,1,45,Divorced,2300,0,0,Black,High School
1040087,1,45,Divorced,10730,1,0,Asian,Some College
1040121,1,56,Divorced,90000,0,0,White,Some College
1040121,2,61,Divorced,4000,1,1,Hispanic,High School
1040362,1,62,Divorced,30000,1,1,Hispanic,Some College
1040362,2,43,Divorced,25000,1,1,Hispanic,Some College
1040362,3,12,,,1,1,Hispanic,Less than High School
1040362,4,34,Never married,25000,0,1,Hispanic,Advanced Degree
1040363,1,32,Never married,32000,1,0,White,Bachelors
1040557,1,55,Now married,30350,0,0,White,Less than High School
1040557,2,52,Now married,20700,1,0,White,Less than High School
1040561,1,56,Now married,43760,0,0,White,Some College
1040561,2,43,Now married,43700,1,0,White,Some College
1040561,3,17,Never married,9110,1,0,White,Less than High School
1040562,1,32,Now married,0,0,1,Hispanic,Bachelors
1040562,2,29,Now married,15700,1,1,Hispanic,High School
1040562,3,0,,,0,1,Hispanic,
1040621,1,62,Now married,22800,0,1,Hispanic,Some College
1040621,2,59,Now married,18700,1,0,White,High School
1040621,3,47,Divorced,2400,1,0,Other,Bachelors
1040621,4,18,Now married,1800,0,0,Other,Less than High School
